version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone XR,2023-03-04_16-53-39,ios,1.12,53eba70f-12e0-4f3f-9c9f-a6a3476a7067,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10
